b'ece se\xc3\xa7kinin ald\xc4\xb1\xc4\x9f evlilik teklifinden sonra asla de\xc4\x9fi\xc5\x9fik bi\xc5\x9filer isterim ben ya fln demicem normal sade gelsin be https://t.co/Ms313TZMPn',"b""Ece Se\xc3\xa7kin'e pilot sevgilisinden g\xc3\xb6r\xc3\xbclmemi evlilik teklifi https://t.co/g8WPwOEGNl""",b'RT \xc3\x87\xc3\xbcnk ser\xc3\xa7e tela\xc5\x9f\xc4\xb1yla ya\xc5\x9fayan kad\xc4\xb1nlar zaman\xc4\xb1n a\xc4\x9f\xc4\xb1rl\xc4\xb1\xc4\x9f\xc4\xb1yla u\xc3\xa7abilen b\xc3\xbcy\xc3\xbck kanatl adamlar se\xc3\xa7erler.. Ece Temelkuran',b'_arslancan Bo\xc5\x9fver daha ben de tan\xc4\xb1\xc5\x9fmad\xc4\xb1m',"b""Ece Se\xc3\xa7kin'e pilot sevgilisinden g\xc3\xb6r\xc3\xbclmemi evlilik teklifi https://t.co/xvIupTwZK7"""
b'F E R D L E N D N https://t.co/4h6GvoBzEE',"b""RT _gazetesi AK Parti Grup Ba\xc5\x9fkanvekili B\xc3\xbclent Turan Bedelli bug\xc3\xbcn Meclis'e sunulacak Teklifimiz 25 ya\xc5\x9f 15 bin TL ve 25 g\xc3\xbcn asker\xe2\x80\xa6""","b""Yahu Mark gidecek diye i\xc3\xa7imizi da\xc4\x9flad\xc4\xb1lar Dream'de \xc5\x9eimdi Dream'e 99line' m koyacaklar Bazen seni hi anlam\xc4\xb1yoru https://t.co/GaSidGociT""","b""RT _bakiyon__ T\xc3\xbcrkten Gelen T\xc3\xbcrk'e Gitsin https://t.co/8edZeLmjUR""",b'Hikayenin devam\xc4\xb1nda Instagram\xe2\x80\x99dan buldu\xc4\x9fu bir Ay\xc5\x9feg\xc3\xbcl Demir\xe2\x80\x99e mesaj atm\xc4\xb1\xc5\x9f tahmin edilece\xc4\x9fi \xc3\xbczere ben de\xc4\x9filim \xf0\x9f\x98\x92',"b""RT M\xc3\xbcsl\xc3\xbcm G\xc3\xbcrses'e benzeyen taksici Ke\xc5\x9fke onun yerine ben \xc3\xb6lseydim https://t.co/ee9wFEt6Wk https://t.co/Btr0KZG5FT""",b'_R E gelirim tabi \xf0\x9f\x92\x9c',b'RT _Ozhan \xe2\x80\xa6',"b'RT Siz orta \xc5\x9feritte giderken, Sol \xc5\x9ferit arkadaki araban\xc4\xb1n \xc3\xb6n\xc3\xbcnde 20 metre mesafe b\xc4\xb1rakmas\xc4\xb1. Siz sola ge\xc3\xa7meye \xc3\xa7al\xc4\xb1\xc5\x9f\xc4\xb1nca, H\xc4\xb1zl\xe2\x80\xa6'",b'RT \xc3\x9clkemizin ve d\xc3\xbcnyan\xc4\xb1n d\xc3\xb6rt bir yan\xc4\xb1ndaki ihtiya sahibi ailelere ula\xc5\x9f\xc4\xb1yor sizlerin ba\xc4\x9f\xc4\xb1\xc5\x9flar\xc4\xb1n\xc4\xb1z onlara iletiyoruz Siz\xe2\x80\xa6'
"b'RT Kore medyas\xc4\xb1n\xc4\xb1n yapt\xc4\xb1\xc4\x9f ankete g\xc3\xb6re ""c\xc3\xbczdan\xc4\xb1mda be kuru kalmasa bile gerekirse dilenip alb\xc3\xbcmlerini almaya devam edebilece\xc4\x9f\xe2\x80\xa6'",b'RT Grammy diyor ki \xe2\x80\x9cBu gen erkekler K-pop\xe2\x80\x99 benzeri g\xc3\xb6r\xc3\xbclmemi y\xc3\xbcksekliklere g\xc3\xb6t\xc3\xbcrd\xc3\xbcler. Dahas\xc4\xb1 1 numaraya yerle\xc5\x9fmi alb\xc3\xbc\xe2\x80\xa6',b'RT _ Ge\xc3\xa7en Comeback k\xc4\xb1rd\xc4\xb1\xc4\x9f\xc4\xb1m\xc4\xb1z rekorlar bizim d\xc3\xb6nd\xc3\xbc\xc4\x9f\xc3\xbcm\xc3\xbcz ay kimsenin Comeback yapmad\xc4\xb1\xc4\x9f\xc4\xb1na ba\xc4\x9flayanlar unutmas\xc4\xb1n biz tarihi\xe2\x80\xa6',"b""RT Tear ramazan ay\xc4\xb1nda \xc3\xa7\xc4\xb1kt Answer da kurban bayram\xc4\xb1nda \xc3\xa7\xc4\xb1kacak teori \xc3\xbcretiyorum bang pd'nim m\xc3\xbcsl\xc3\xbcman""",b'RT [180717 24 A\xc4\x9fustos\xe2\x80\x99ta yay\xc4\xb1mlanacak Love Yourself Answer alb\xc3\xbcm\xc3\xbcn\xc3\xbcn temas maskeler olmadan kendinle y\xc3\xbczle\xc5\x9fmek hakk\xc4\xb1nd\xe2\x80\xa6',b'RT _ D\xc3\xbcnyan\xc4\xb1n en sinir bozucu \xc5\x9feyi babam\xc4\xb1n beni k\xc4\xb1rd\xc4\xb1ktan sonra \xc3\xb6z\xc3\xbcr dilemek yerine bana yerli yersiz \xc5\x9fakalar yapmas yahu ken\xe2\x80\xa6',b'RT Mavi Ece Bebek \xc4\xb0lik Bekliyor K\xc4\xb1z\xc4\xb1lay Kan Merkezlerine K\xc3\xb6k H\xc3\xbccre \xc4\xb0\xc3\xa7in 3 T\xc3\xbcp Kan Ver #MaviEceBebe\xc4\x9feUmutOl https://t.co/\xe2\x80\xa6',b'RT RT yapabilir misiniz L\xc3\xbctfen! Mavi Ece Bebek \xc4\xb0lik Bekliyor K\xc4\xb1z\xc4\xb1lay Kan Merkezlerine K\xc3\xb6k H\xc3\xbccre \xc4\xb0\xc3\xa7in 3 T\xc3\xbcp Kan Ver MaviEceBe\xe2\x80\xa6',"b'RT Comeback olacak tarih olan 24 A\xc4\x9fustos g\xc3\xbcn Pl\xc3\xbcton gezegenlikten \xc3\xa7\xc4\xb1kar\xc4\xb1larak ""Asteroid 134340 ad\xc4\xb1n alm\xc4\xb1\xc5\x9f Biri bighit\'e astr\xe2\x80\xa6'"
